company_name,entry_region,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
ABSOLUTE SOFTWARE CORPORATION,APAC,43148.37,63316.53,96173.69,220622.26,67872.47,121089.77,86654.1,106719.6,48781.15,85679.11,52409.99
ABSOLUTE SOFTWARE CORPORATION,EMEA,74214.32,98936.24,80484.52,57419.66,92479.93,69284.79,110403.07,128151.95,99841.12,76343.05,48371.41
ABSOLUTE SOFTWARE CORPORATION,NULL,0,1369.15,520.88,0,0,172.4,3449.7,837.84,677.88,653.23,657.43
ACADEMIC ANALYTICS,Americas,213557.02,203889.7,159312.77,219930.43,139052.91,229739.62,122528.21,186762.83,163187.16,177240.73,154994.12
ACADEMIC ANALYTICS,EMEA,4277.83,5104.42,5318.22,3608.49,507.94,155.21,8487.56,0,3818.2,1046.34,0
ACADEMIC PARTNERSHIPS LLC,Americas,240105.29,346412.48,335009.29,368550.01,363719.96,363541.73,425121.97,510995.75,558284.75,605762.09,540096.13
ACADEMIC PARTNERSHIPS LLC,APAC,19282.23,8239.07,1022.78,4184.61,0,2025.21,0,5517.65,1484.5,0,0
ACADEMIC PARTNERSHIPS LLC,EMEA,9311.12,6858.7,2929.44,2105.81,3483.99,5692.08,6092.9,19325.2,18368.26,16730.78,7738.76
ACADEMIC PARTNERSHIPS LLC,NULL,605.16,476.63,71.45,209.66,409.21,0,0,728.09,0,0,153.13
"ACADEMICWORKS, INC.",Americas,40564.59,74359.09,71948.73,103819.63,61579.45,56713.16,52872.64,52172.96,42441.32,51687.4,101
"ACADIA HEALTHCARE COMPANY, INC",Americas,2360872.34,2686213.04,2501361.71,2843072.63,2368454.71,2268621.78,1754155.08,2008254.46,3103435.58,7409993.93,7751894.48
"ACADIA HEALTHCARE COMPANY, INC",APAC,0,609.28,0,0,2613.35,3.79,3367.99,218.94,0,0,512.02
"ACADIA HEALTHCARE COMPANY, INC",EMEA,416.28,6980.34,2278.64,1725.9,2671.03,11765.08,3673.23,2443.58,1358.26,11967.29,5535.2
ACADIAN ASSET MANAGEMENT LLC,Americas,796157.07,915715.48,678747.22,877618.19,827681.13,1173448.38,1102501.23,1097078,851571.75,1235426.74,1080695.88
ACADIAN ASSET MANAGEMENT LLC,APAC,8574.47,20095.44,4214.63,17124.28,2202.81,13101.25,23248.12,12256.99,29391.53,40337.71,7506.74
ACADIAN ASSET MANAGEMENT LLC,EMEA,25592.18,36217.71,29795.29,28539.11,22183.28,36127.82,20154.62,34504.39,31437.45,54110.67,42012.24
ACADIAN SEAPLANTS LIMITED - CTE,Americas,314638.68,353317.69,471056.24,445044.24,355808.74,433772.81,430347.68,468443.11,491991.25,425220.76,515558.91
ACADIAN SEAPLANTS LIMITED - CTE,APAC,6328.89,17240.69,2920.48,13313.3,5157.43,24610.03,24278.66,46415.33,25540.71,53073.92,65549.78
ACADIAN SEAPLANTS LIMITED - CTE,EMEA,7547.09,9908.23,32031.11,28427.08,21984.31,28772.27,26622.43,37610.4,34145.63,51646.87,53111.3
ACADIAN SEAPLANTS LIMITED - CTE,NULL,0,10.22,0,0,0,0,0,0,26.04,436.76,0
ACAL BFI UK,Americas,586.88,28.14,566.25,0,50.66,0,0,0,60.81,0,256.07
ACAL BFI UK,APAC,0,274.61,815.93,0,0,820.46,0,0,0,0,0
ACAL BFI UK,EMEA,89502.77,95924.19,99255.03,95405.29,79275.69,84879.13,69525.26,64472.52,59981.76,60935.36,44234.46
ACCEL PARTNERS MANAGEMENT,Americas,47407.49,96591.57,32873.93,56236.49,186232.02,110812.79,63935.57,105971.05,42670.78,40902.65,47646.19
ACCEL PARTNERS MANAGEMENT,APAC,2439.87,2678.52,0,0,0,848.13,0,549.09,0,1827.22,843.73
ACCEL PARTNERS MANAGEMENT,EMEA,466086.85,557990.28,420947.55,483927.49,453536.53,580833.84,485955.04,669828.22,505206.81,378515.48,585931.44
ACCEL PARTNERS MANAGEMENT,NULL,0,0,0,0,901.46,0,0,0,0,0,0
ACCELERATOR CORPORATION,Americas,66193.64,62194.59,128359.49,118573.72,88287.79,106811.43,91721.5,76847.54,69575.45,87109.12,57079.32
ACCELERATOR CORPORATION,APAC,0,0,0,0,1829.22,0,0,0,0,0,0
ACCELERATOR CORPORATION,EMEA,0,0,0,0,0,2789.16,76.74,0,0,1324.63,0
"ACCELLION, INC.",Americas,200882.22,151230.92,125527.47,135562.34,142079.18,102243.21,156800.99,97735.5,164456.81,149406.99,131978.35
"ACCELLION, INC.",APAC,62176.25,38936.13,47455.86,53194.32,46129.26,33363.15,49980.85,53514.24,47923.86,35680,50852.74
"ACCELLION, INC.",EMEA,54919.28,50774.18,48129.91,79663.29,50574.03,82349.85,44244.03,42003,27225.4,80377.01,53063.81
"ACCESS INFORMATION MANAGEMENT SHARED SERVICES, LLC",Americas,880431.77,1166429.47,1054632.58,1182985.07,1455646.65,1109970.19,1329154.63,1491427.7,816720.53,852290.77,1276411.14
"ACCESS INFORMATION MANAGEMENT SHARED SERVICES, LLC",APAC,0,0,269.42,0,0,238.09,0,0,10.52,20.39,265.67
"ACCESS INFORMATION MANAGEMENT SHARED SERVICES, LLC",EMEA,0,881.77,929.04,0,2233.3,73.41,0,84.92,0,0,0
"ACCESS INFORMATION MANAGEMENT SHARED SERVICES, LLC",NULL,0,461.53,14.94,0,0,0,340.86,0,0,0,0
"ACCESS INSURANCE HOLDINGS, INC.",Americas,109496.87,138481.25,153315.38,137928.73,131469.43,109480.06,153538.01,193926.97,208891.84,169637.5,170366
"ACCESS INTELLIGENCE, LLC",Americas,503089.59,777042.73,517189.47,949249.96,625380.7,810227.06,555435.06,722299.28,674292.35,1028919.89,690169.06
"ACCESS INTELLIGENCE, LLC",APAC,-89.88,0,0,18419.78,0,0,0,33911.87,0,0,0
"ACCESS INTELLIGENCE, LLC",EMEA,1477.86,3562.98,6334.71,1605.43,1424.54,2203.09,5022.67,167.06,4187.79,2279.56,2855.61
ACCESS MANAGEMENT SERVICES,Americas,98833.82,159973.4,107885.53,98165.33,63108.18,62452.96,70708.42,75195.06,74804.71,70596.45,75402.79
ACCESS SCIENTIFIC,Americas,304418.59,327228.24,316796.3,292698.52,375552.85,397776.97,365665.1,350920.8,347813.56,389075.69,366815.25
ACCESS SCIENTIFIC,APAC,0,0,0,0,0,0,3190.55,0,0,0,0
ACCESS SCIENTIFIC,EMEA,0,0,0,120.47,328.74,0,0,450.81,0,0,0
"ACCESS TCA, INC.",Americas,1404214.33,3653345.17,907898.35,1687788.47,1476712.99,2291678.86,1153439.64,855817.28,2526771.29,2846681.82,1433600.36
"ACCESS TCA, INC.",APAC,1871.6,85922.71,-1188.56,0,0,0,0.32,0,16077.36,0,0
"ACCESS TCA, INC.",EMEA,1136.52,8971.99,8974.35,41593.58,793.25,42.41,8479.2,4941.21,1638.62,5434.31,27603.24
"ACCESS TCA, INC.",NULL,0,6257.82,2939.63,1146.08,21.97,0,8939.57,4848.64,272.55,0,1194.91
ACCIDENT FUND INSURANCE COMPANY OF AMERICA,Americas,1328241.39,1642619.69,1430844.06,1724762.39,1453017.32,1420580.05,1752537.3,2325410.68,1563954.23,1590428.42,1485260.02
ACCIDENT FUND INSURANCE COMPANY OF AMERICA,APAC,0,0,0,0,4330.57,128.84,0,1.57,0,746.36,0
ACCIDENT FUND INSURANCE COMPANY OF AMERICA,EMEA,1903.17,12193.3,12247.66,5923.96,54.52,5730.77,3930.77,6114.18,0,3366.14,842.37
ACCIDENT FUND INSURANCE COMPANY OF AMERICA,NULL,0,0,0,0,3853.51,18970.94,0,0,0,274.83,0
ACCIONA ENERGY USA GLOBAL LLC,Americas,573566.91,823182.77,756136.59,907102.87,714943.8,756487.07,429567.6,434094.17,488965.4,514147.64,405037.2
ACCIONA ENERGY USA GLOBAL LLC,APAC,8.4,791.99,586.13,0,2632.16,453.43,0,0,0,0,993.84
ACCIONA ENERGY USA GLOBAL LLC,EMEA,8370.95,9012.2,5859.69,16338.77,20097.53,13531.5,6565.45,5895.81,5484.11,7776.68,5559.79
ACCIONA ENERGY USA GLOBAL LLC,NULL,2079.52,2231.43,1083.13,571.9,367.52,606.85,121.78,95.29,239.46,384.51,173.44
ACCO BRANDS CORPORATION,Americas,6109572.16,5996170.76,6236604.44,8104734.42,6040272.95,5594399.4,5423451.2,5763536.68,5318906.49,5344196.37,5217813.86
ACCO BRANDS CORPORATION,APAC,63891.6,94915.25,64463.21,76111.2,64940.14,61498.71,57073.03,69010.41,77951.04,43729.77,58608.33
ACCO BRANDS CORPORATION,EMEA,23882.32,23785.12,9776.1,38732.95,15707.03,37852.28,26401.36,29917.34,35931.41,63474.91,23374.73
ACCO BRANDS CORPORATION,NULL,1111.02,837.77,15.01,2011.07,2181.67,3514.44,200.81,499.14,1607.9,1081.22,249.71
ACCO UK LTD,Americas,28318.59,23442.93,13399.02,31697.73,40605.9,35717.78,18794.22,26745.58,28577.21,24455.23,18285.1
ACCO UK LTD,APAC,0,2017.16,10501.79,2331.46,2398.24,3965.74,4175.22,8388.34,6334.57,2321.72,4190.27
ACCO UK LTD,EMEA,288441.16,298977.08,301305.41,372114.92,330494.43,337066.68,346833.84,315785.58,270847.51,301446.45,256696.66
ACCO UK LTD,NULL,320.85,622.87,0,1187.78,201.42,901.33,0,1000.04,179.73,4220.6,311.83
"ACCOLADE WINES NORTH AMERICA, INC.",Americas,130858.36,88505.1,136814.13,93933.26,108900.89,153361.85,102049.42,119057.05,124080.45,99617.79,106596.55
"ACCOLADE WINES NORTH AMERICA, INC.",APAC,0,0,0,1134.91,1201.85,0,0,0,0,0,0
"ACCOLADE WINES NORTH AMERICA, INC.",EMEA,0,73.09,1215.86,0,0,0,0,0,0,0,0
"ACCORDANT ENERGY, LLC",Americas,20928.22,20038.57,14230.57,8574.65,46054.8,27490.3,21536.49,19095.82,28966.45,33371.81,6591.22
"ACCORDANT ENERGY, LLC",EMEA,910.67,694.74,2963.83,0,352.21,0,1576.12,0,1304.72,0,0
ACCREDITATION BOARD FOR ENGINEERING & TECHNOLOGY INC,Americas,58595.19,79757.14,195038.06,805358.21,91229.25,142192.77,294001.32,940027.04,169052.88,138761.37,297381.31
ACCREDITATION BOARD FOR ENGINEERING & TECHNOLOGY INC,APAC,1297.08,34.99,0,1289.65,1840.53,604.26,2129.55,2474.54,759.52,171.95,350.06
ACCREDITATION BOARD FOR ENGINEERING & TECHNOLOGY INC,EMEA,0,210.18,1031.25,24505.53,3396.69,711.87,223.52,15712.99,792.26,2533.61,111.02
ACCREDITATION BOARD FOR ENGINEERING & TECHNOLOGY INC,NULL,0,0,0,0,0,0,0,40.62,0,0,0
ACCREDITING COUNCIL FOR INDEPENDENT COLLEGES AND S,Americas,798717.14,907554.82,662817.5,514359.61,723937.59,620274.36,512560.99,556419.33,413745.41,129148.55,77226.31
ACCREDITING COUNCIL FOR INDEPENDENT COLLEGES AND S,APAC,0,0,0,36.92,1374.29,0,0,0,0,0,0
ACCREDITING COUNCIL FOR INDEPENDENT COLLEGES AND S,EMEA,277.49,163.71,3785.82,0,1531.73,14554.9,2961.58,0,0,0,0
ACCREDITING COUNCIL FOR INDEPENDENT COLLEGES AND S,NULL,76.16,220.93,0,0,0,8.45,0,0,0,0,0
"ACCUFORM MANUFACTURING, INC",Americas,291762.84,306556.97,334916.39,367966.14,321689.14,486926.44,301207.56,365345.5,277980.23,318455.15,447983.1
"ACCUFORM MANUFACTURING, INC",APAC,0,0,385.29,0,2508.59,0,0,1632.26,0,0,0
"ACCUFORM MANUFACTURING, INC",EMEA,0,1858.61,9272.14,2421.2,2593.23,0,15577.92,6860.86,0,0,0
"ACCURATE BACKGROUND, INC.",Americas,130055.65,186042.52,184411.89,175970.83,82595.24,136263.72,157232.18,184795.27,166979.43,214929.35,190894.46
"ACCURATE BACKGROUND, INC.",APAC,0,0,0,0,0,0,0,0,2671.6,0,0
"ACCURATE BACKGROUND, INC.",EMEA,0,2955.43,0,0,0,0,1632.21,161,0,0,0
ACCURAY INC,Americas,1953301.07,1921055.83,1940675.87,2091126.59,2045218.93,1945767.45,1904450.12,2147802.77,1882041.04,1977832.48,1775396.54
ACCURAY INC,APAC,25872.44,34559.12,19710.19,27443.83,29659.1,36340.38,18072.38,29196.18,34912.6,48961.02,48170.52
ACCURAY INC,EMEA,453219.2,519864.61,430287.59,557754.47,482345.27,654939.48,436459.73,578745.03,474564.45,651571.43,473768.47
ACCURAY INC,NULL,722.75,1337.59,869.65,844.4,943.62,2394.8,1977.91,3760.57,1087.83,2448.02,2164.91
ACCURIDE CORP.,Americas,1158779.13,1070040.52,1008784.06,1164497.08,1160950.46,880724.54,889836.82,712899.21,910126.03,735128.49,936236.83
ACCURIDE CORP.,APAC,2279.32,5384,3362.35,1114.48,2440.87,0,0,0,0,3191.3,4136.6
ACCURIDE CORP.,EMEA,12428.16,14157.65,14443.92,23792.86,32598.42,26598.4,46253.92,21956.83,26073.59,17523.99,20405.55
ACCURIDE CORP.,NULL,68.38,0,0,163.4,175.33,5.87,276.71,63.86,191.58,351.11,0
"ACCURIDE INTERNATIONAL, INC.",Americas,123714.22,108291.26,143688.65,165891.99,132351.48,177496.37,168438.02,213794.87,181549.4,186761.56,212968.54
"ACCURIDE INTERNATIONAL, INC.",APAC,0,0,0,765.04,0,2740.22,0,0,0,315.7,0
"ACCURIDE INTERNATIONAL, INC.",EMEA,0,0,0,347.15,803.08,0,0,1201.89,0,465.42,0
"ACCUTEMP PRODUCTS, INC",Americas,117235,130099,144404.31,98202.48,97811.63,146682.74,151304.3,87428.1,177881.63,152507.02,140473.65
"ACCU-TIME SYSTEMS, INC",Americas,31749.82,78398.21,34464.7,57482.22,30842.57,34822.45,32330.71,49885.28,31695.25,53464.3,51722.92
"ACCU-TIME SYSTEMS, INC",APAC,0,131.4,0,1610.91,313.97,0,0,0,0,0,0
"ACCU-TIME SYSTEMS, INC",EMEA,1871.93,862.89,2065.88,4489.12,3052.76,2093.84,5394.27,1058.62,3545.82,7235.4,81.75
ACDI/VOCA,Americas,453158.31,528560.7,459674.15,459593.06,468659.26,424571.71,461120.6,479288.21,469032.25,444667.46,585116.15
ACDI/VOCA,APAC,24661.78,23063.06,10813.7,16175.04,3780.16,4801.86,1315.24,5715.6,3898.33,2058.62,3713.22
ACDI/VOCA,EMEA,108769.33,61241.41,34239.99,50670.04,33002.22,36209.82,74070.41,12222.12,57694.48,50224.8,76403.19
ACDI/VOCA,NULL,16846.37,6688.74,12378.45,16844.25,1466.24,6733.14,5977.63,4487.53,7686.19,3696.59,12532.45
ACEHARDWARE,Americas,2803598.14,3409435.31,3374310.92,3274038.92,3416536.6,3129757.39,3371917.99,3131785.87,3311633.82,3170669.96,3694512.91
ACEHARDWARE,APAC,19454.68,18066.6,15315.45,21106.27,8737.36,15045.85,3362.6,20613.72,9651.61,10568.24,8404.95
ACEHARDWARE,EMEA,22787.82,8903.59,912.79,17224.5,8660.95,236.27,7930.57,12684.19,6468.73,3893.3,2140.82
ACEHARDWARE,NULL,0,2562.7,3413.61,2364.37,0,301.23,0,478.77,204.65,10.28,258.06
ACELLA PHARMACEUTICALS,Americas,51017.24,44559.37,44531.44,35450.56,41535.62,35237.99,47172.44,53747.18,71447.87,96611,94520.04
ACELLA PHARMACEUTICALS,EMEA,0,0,0,0,0,0,0,2316.08,0,0,0
ACELRX PHARMACEUTICALS INC,Americas,270480.81,130747.47,192127.69,298695.46,344394.53,249083.49,317969.7,320195.33,233168.27,232070.14,106271.24
ACELRX PHARMACEUTICALS INC,APAC,65.28,0,0,1664.75,0,911.13,15306.03,884.76,15.54,799.85,529.5
ACELRX PHARMACEUTICALS INC,EMEA,3536.36,607.4,8119.18,14356.19,8709.19,25983.84,14414.93,25769.98,6708.78,4821.58,339.15
ACENDAS,Americas,165555.97,145178.38,102288.79,105350.21,134871.07,105328.54,147076.14,149774.52,158935.12,127331.98,109902.13
ACENDAS,APAC,0,0,0,217.94,0,0,0,0,0,0,0
ACENDAS,EMEA,0,0,0,0,0,980.1,0,47.25,1516.61,0,1243.64
"ACH FOOD COMPANIES, INC",Americas,773686.65,801841.15,766353.59,711822.13,758216.53,703873.18,537963.02,515104.94,592937.77,627810.22,512470.44
"ACH FOOD COMPANIES, INC",APAC,0,0,3348.37,2092.26,4071.19,10915.14,0,2372.43,0,0,0
"ACH FOOD COMPANIES, INC",EMEA,11312.56,18514.31,21559.78,9642.75,9208.11,12521.89,1174.61,11374.29,3072.08,14775.54,6907.54
"ACH FOOD COMPANIES, INC",NULL,0,0,0,0,0,0,0,100.52,0,0,0
"ACHIEVE 3000, INC.",Americas,1188079.46,1209938.7,1115213.83,1364647.61,1193488.67,1087177.43,1060986.41,1425225.3,1268855.79,1345162.21,1382332.99
"ACHIEVE 3000, INC.",APAC,0,15663.01,7606.6,4481.37,34.95,10669.8,3371.8,10954.22,852.14,10926.36,7819.62
"ACHIEVE 3000, INC.",EMEA,6686.71,4531.83,8.71,12955.57,7325.54,14526.86,979.02,12667.43,8994.79,6163.92,900.94
ACHIEVEMENT FIRST,Americas,1054392.18,1358413.2,2012355.16,1176025.53,1374784.05,1841233.79,1473684.21,1503449.91,1124796.51,1606513.55,1754211.74
ACHIEVEMENT FIRST,APAC,0,0,0,0,0,0,0,708.05,0,941.16,0
ACHIEVEMENT FIRST,EMEA,920.19,709.9,1238.96,0,0,0,0,4.55,0,36.38,134.23
ACHIEVERS SOLUTIONS LLC,Americas,50125.9,222217.56,120587.36,146176,66133.65,68475.39,58590.35,93068.27,82186,111010.5,122050.37
ACHIEVERS SOLUTIONS LLC,APAC,0,0,0,30.55,15.16,1261.31,0,0,1071.42,114.64,263.5
ACHIEVERS SOLUTIONS LLC,EMEA,0,3858.33,346.66,4023.23,4847.69,1337.26,4059.2,5892.67,733.34,425.99,1291.24
ACISION,Americas,115034.64,137655.13,106520.12,102912.24,140576.85,144046.41,126185.74,163441.72,129134.25,142415.2,145979.97
ACISION,APAC,45695.2,102509.23,65488.13,92471.54,53930.22,67392.15,132601.68,163332.91,140137.04,179763.23,143858.25
ACISION,EMEA,355886.22,237674.26,231754.16,211456.06,258763.88,247187.33,195836.1,233394.8,197866.99,154887.14,134096.56
ACISION,NULL,0,984.58,799.5,947.89,708.45,162.11,0,2695.1,1979.64,184.36,0
ACIST EUROPE BV,Americas,57961.65,22761.28,10190.59,28306.02,42701.5,12985.4,13343.82,16237.49,41767.89,13864.4,14802.13
ACIST EUROPE BV,APAC,0,4937.41,1955.49,3899.76,5868.69,8643.6,7700.16,12241.75,14683.62,23539.9,18961.51
ACIST EUROPE BV,EMEA,188784.38,235002.59,163988.02,266386.87,165053.8,220988.58,175655.35,252741.65,141003.36,198850.89,159331.97
ACIST EUROPE BV,NULL,15093.86,14857.76,10415.71,13316.38,14310.43,16060.13,11078.5,19002.28,11647.48,13739.02,12115.33
ACM MEDICAL LABORATORY,Americas,142445.97,149433.45,130998.46,191835.49,133117.9,189185.68,139166.51,175545.42,193078.49,227643.15,233585.4
ACM MEDICAL LABORATORY,APAC,0,263.83,263.26,2199.64,8.04,0,0,42.22,1847.38,1364.69,1248.46
ACM MEDICAL LABORATORY,EMEA,668.66,23619.73,1131.77,11309.04,1068.88,3042.69,7719.17,10291.05,3907.37,16375.36,12508.24
ACONEX LIMITED,Americas,266367.26,361770.34,274241.33,456085.63,316785.61,422112.79,338835.88,402359.12,428021.76,361355.67,266950.79
ACONEX LIMITED,APAC,260936.93,374612.91,303216.48,403674.44,476130.67,672488.72,761077.38,707300.54,693528.39,414239.87,471901.73
ACONEX LIMITED,EMEA,174704.08,246557.37,188055.52,178949.62,198389.92,326250.15,218618.12,302724.35,279715.51,328448.86,244604.97
ACORD CORPORATION,Americas,220517.27,280258.41,161294.36,233521.26,295909.94,102045.87,112992.1,182169.96,165763.82,296292.28,178611.29
ACORD CORPORATION,APAC,29674.52,29399.01,4206.36,13772.63,2396.62,1593.48,0,5173.67,1475.52,0,31.91
ACORD CORPORATION,EMEA,34576.21,44787.59,28071.32,45377.07,34453.31,19412.35,12939.29,57757.51,20474.14,69591.52,32453.55
ACORD CORPORATION,NULL,0,220.46,665.91,0,0,727.01,0,10285.64,0,2493.35,0
"ACORDA THERAPEUTICS, INC",Americas,1540955.87,2006023.55,1593022.6,2135778.9,1755598.74,1695339.44,1413860.86,1687404.22,1600768.27,1557249.77,1244645.74
"ACORDA THERAPEUTICS, INC",APAC,745.41,3212.75,0,0,1235.8,1860.4,0,0,0,1472.05,0
"ACORDA THERAPEUTICS, INC",EMEA,6429.23,14874.17,16488.97,18010.36,27625.25,20376.54,44148.22,52744.8,3925.72,11871.44,2358.74
"ACOSTA,INC D/B/A ACOSTA SALES & MARKETING COMPANY",Americas,8573510.75,10041562.14,9971097.96,9890838.93,9064912.57,10256211.93,10083747.62,10132239.59,9622632.38,10457534.46,9895444.32
"ACOSTA,INC D/B/A ACOSTA SALES & MARKETING COMPANY",APAC,4786.92,3839.62,5817.45,23061.12,8632.44,13595.3,8614.23,20104.84,36607.41,17932.35,11175
"ACOSTA,INC D/B/A ACOSTA SALES & MARKETING COMPANY",EMEA,10686.13,11526.85,9674.68,30035.85,5220.53,6982.34,26480.27,24975.9,41545.05,24137.09,21126.05
"ACOSTA,INC D/B/A ACOSTA SALES & MARKETING COMPANY",NULL,5031.17,47.48,2145.04,3480.27,0,0,11.7,0,62.64,0,0
ACPRODUCTS INC.,Americas,502575.21,503782.9,682768.99,582093.84,506909.83,535351.66,633870.81,582981.08,587739.89,559896.14,567927.28
ACPRODUCTS INC.,APAC,415.32,0,0,0,0,290.76,0,-206.95,90.86,0,0
ACPRODUCTS INC.,EMEA,0,273.79,0,911.09,0,157.72,0,0,0,592.63,0
ACQUIA,Americas,1525621.59,1469298.4,1420601.36,1373321.88,1205487.58,934549.7,916961.3,1085335.28,1127961.26,1421201.96,1056003.47
ACQUIA,APAC,85215.43,140862.55,190306.96,197659.2,202946.3,169790.32,178441.84,199453.88,161788.71,226225.77,182715.79
ACQUIA,EMEA,177480.04,227088.99,229174.61,294739.33,219841.11,189076.52,172033.39,209275.38,149512.19,161522.03,163789.65
"ACT 1 GROUP, INC",Americas,663357.69,700747.09,762607.72,791351.29,739672.45,781259.29,769301.2,976432.37,781810.62,809045.46,818810.03
"ACT 1 GROUP, INC",APAC,5377.99,3526.5,6320.8,3213.83,5764.47,2792.96,6271.05,3640.07,6329.27,5913.16,8224.47
"ACT 1 GROUP, INC",EMEA,16747.02,25737.4,34560.07,52497.64,23006.25,49553.4,63254.35,36406.27,30548.62,15370.51,39504.68
"ACT 1 GROUP, INC",NULL,0,88.8,0,178.29,0,12.84,180.75,560.73,19.8,0,0
ACTAVIS GROUP PTC EHF,Americas,36399.63,57756.77,52287.66,105208.56,53026.77,120061.9,66444.77,45993.3,31727.66,13257.46,22718.75
ACTAVIS GROUP PTC EHF,APAC,78959.7,71807.76,73473.91,51883.05,30776.66,69379.3,36495.95,48071.77,29391.39,17353.89,18298.78
ACTAVIS GROUP PTC EHF,EMEA,924255.7,1399131.82,1164152.48,1365606.8,913473.02,1014153.06,887071.43,686216.55,124902.86,57288.41,26803.95
"ACTEGA KELSTAR, INC.",Americas,325729.08,387908.02,337031.45,397420.41,625466.3,685965.49,575841.27,487933.67,656730.69,525684.26,468821.8
"ACTEGA KELSTAR, INC.",APAC,1732.53,0,0,1236.44,0,35.64,0,0,1166.6,0,1452.32
"ACTEGA KELSTAR, INC.",EMEA,0,887.81,427.13,1164.26,0,2255.89,0,1777.88,0,2039.26,2947.35
ACTELION PHARMACEUTICAL US INC.,Americas,2358287.17,2441155.64,2052661.84,2628567.46,2175988.37,2943750.48,2279366.97,2849678.65,2265831.1,2935696.16,2155571.54
ACTELION PHARMACEUTICAL US INC.,APAC,0,498.53,0,0,159.52,0,0,74.14,0,2850.39,0
ACTELION PHARMACEUTICAL US INC.,EMEA,26286.26,58915.94,63861.76,106637.85,55357.76,46738.74,73221.12,98851.41,18896.5,39785.23,88287.4
ACTELION PHARMACEUTICAL US INC.,NULL,0,0,0,102.07,85.29,0,15.57,5.69,0,627.36,0
ACTELION PHARMACEUTIQUES CANADA INC,Americas,277957.8,299493.75,188932.97,239041.32,214503.79,278786.56,133590.73,279406.93,221873.96,326156.07,162130.56
ACTELION PHARMACEUTIQUES CANADA INC,APAC,0,96.04,0,0,0,0,0,0,0,0,0
ACTELION PHARMACEUTIQUES CANADA INC,EMEA,2840.94,12802.99,6562.66,17496.01,7535.62,8867.22,14092.92,8513.39,5169.92,7805.58,16283.98
"ACTELIS NETWORKS, INC.",Americas,34331.72,43574.3,27448.56,75490.04,42746.2,41510.3,44110.85,48892.63,54099.38,39669.51,40567
"ACTELIS NETWORKS, INC.",EMEA,0,0,0,1467.28,1761.39,1171.38,123.01,2764.09,0,0,0
"ACTIANCE, INC. (FKA FACETIME COMMUNICATIONS)",Americas,197777.09,240712.84,220631.35,334759.69,298421.53,264735.52,313178.9,374107.78,293813.01,362212.8,260867.13
"ACTIANCE, INC. (FKA FACETIME COMMUNICATIONS)",APAC,691.97,892.64,184.35,668.61,394.88,3213.7,0,1697.19,82.55,3458.92,180.39
"ACTIANCE, INC. (FKA FACETIME COMMUNICATIONS)",EMEA,3159.65,265.84,503.02,4771.05,6418.85,5457.86,13485.8,37870.36,22597.66,30698.44,26365.8
ACTIFIO INC.,Americas,1456732.55,1398023.19,1173129.74,1173049.58,1038290.41,867887.46,1003514.34,709136.05,649771.41,792669.4,805119.92
ACTIFIO INC.,APAC,56478.33,225201.36,229192.83,272294.01,184722.61,196151.11,189487.57,197790.96,197689.43,207498.64,194313.36
ACTIFIO INC.,EMEA,117916.86,399807.72,312305.92,338471.17,265220.02,243269.86,198152.62,158512.02,115014.74,93466.93,125387.62
"ACTIVE AERO GROUP, INC",Americas,477290.85,489800.3,500520.8,672337.96,565715.27,413069.95,566322.68,706849.25,764898.42,723661.36,769327.43
"ACTIVE AERO GROUP, INC",APAC,0,0,0,0,1092.65,0,0,0,0,0,131.04
"ACTIVE AERO GROUP, INC",EMEA,1018.07,0,0,0,1160.97,0,0,0,0,0,0
ACTON MOBILE INDUSTRIES,Americas,364709.71,476230.08,459982.3,566475.06,472419.97,359543.98,378516.87,204456.19,194722.18,270010.7,122748.43
ACTON MOBILE INDUSTRIES,APAC,0,0,0,0,0,0,28.67,0,0,0,0
ACTUA USA CORPORATION,Americas,143160.37,116761.16,91039.4,116770.75,138359.36,99613.12,119856.87,116114.34,82611.45,104587.59,83320.81
ACTUA USA CORPORATION,APAC,0,462.38,0,0,0,0,0,0,0,0,0
ACTUA USA CORPORATION,EMEA,749.19,7317.55,0,0,5132.67,0,14335.08,9095.23,0,0,796.28
ACTUA USA CORPORATION,NULL,0,0,0,0,3037.46,207.02,13.14,0,0,0,0
ACTUANT CORPORATION,Americas,1858724.81,1844679.49,1809805.95,1892159.21,2211611.19,2399162.37,2415720.3,2581736.68,2662884.96,3139148.18,2799373.97
ACTUANT CORPORATION,APAC,122487.27,150186.98,161005.91,178709.85,225222.36,283828.79,281107.83,275686.85,242636.63,305504.57,271539.43
ACTUANT CORPORATION,EMEA,556558.71,578284.67,481222.93,592435.26,693491.82,707041.8,640276.49,665258.61,712165.47,773239.83,764251.97
ACTUANT CORPORATION,NULL,50685.42,48041.27,37884.35,72178.61,85668.94,101214.67,76297.74,77401.25,79567.33,109887.17,76577.05
ACUCELA INC,Americas,206170.31,440609.92,226153.2,345952.11,337880.74,342613.11,261128.12,208511.1,355114.13,285546.58,199727.49
