COMPANY_NAME,GEO,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,fff
"DIGI INTERNATIONAL, INC.",Americas,616382.47,578453.15,614716.27,518622.19,330832.41,399916.59,397325.73,420492.14,418943.34,508150.39,533521.9,5337356.58
"DIGI INTERNATIONAL, INC.",APAC,64757.43,47413.31,40762.86,54206.32,31610.5,40245.62,36639.4,51926.13,28323.48,33026.75,35097.1,464008.9
"DIGI INTERNATIONAL, INC.",EMEA,76379.12,70261.28,62575.55,64466.36,50153.66,68567.81,46598.75,68633.9,38634.14,38087.91,39188.06,623546.54
DIGICUT SYSTEMS,Americas,105837.49,128142.75,124012.61,118716.92,105891.56,127806.59,74425.19,125812.79,104103.06,126938.97,117121.23,1258809.16
DIGIRAD CORPORATION,Americas,339730.27,366328.01,402064.22,385655.94,369854.38,354460.18,393242.1,400717.66,342513.61,398987.02,346584.33,4100137.72
"DIGITAL CONTROL, INC.",Americas,88456.37,121554.21,92857.87,102806.5,102990.43,91267.16,67598.93,89594.96,133887.12,118763.26,124347.34,1134124.15
"DIGITAL CONTROL, INC.",APAC,31225.88,75540.14,59804.5,66907.48,39593.49,60092.94,58879.64,62214.45,47678.93,98944.66,72965.69,673847.8
"DIGITAL CONTROL, INC.",EMEA,7772.44,8600.38,6028.57,9716.12,8111.95,12397.75,11246.94,5642.95,6017.47,8660.38,5612.65,89807.6
DIGITAL DOC,Americas,187020.93,180859.51,167124.65,158239.44,164796.75,163943.57,145284.45,122701.57,112955.82,158037.62,119000.01,1679964.32
"DIGITAL GUARDIANS, INC.",Americas,328987.06,638825.6,568650.49,592495.01,829869.26,568822.98,577872.93,577340.02,591918.03,601297.34,589411.11,6465489.83
"DIGITAL GUARDIANS, INC.",APAC,15052.48,54112.7,67266.23,79684.8,65043.16,64779.57,76540.02,82885.02,65166.86,41164.43,81980.52,693675.79
"DIGITAL GUARDIANS, INC.",EMEA,149470.73,188092.83,210334.67,205346.45,224991.65,237897.29,191368.21,173543.02,133832.53,165904.39,128827.66,2009609.43
"DIGITAL INSURANCE, INC.",Americas,575032.51,657086.22,768213.38,1034004.65,758028.8,965405.73,1145848.48,1193587.58,903438.95,1131800.35,1354874.32,10487320.97
DIGITAL REALTY TRUST,Americas,1476277.67,2334738.44,1827283.92,2055579.58,1626128.23,1742976.28,1899682.4,2783751.41,1757906.03,1838084.66,1659378.92,21001787.54
DIGITAL REALTY TRUST,APAC,108194.97,132663.57,113106.49,139006.45,109396.44,209021.56,209954.33,295789.67,228012.74,221542.7,231290.65,1997979.57
DIGITAL REALTY TRUST,EMEA,97603.31,131775.98,113928.75,137044.46,183788.19,247708.85,233911.35,223299.97,217269.48,309604.78,324450.23,2220385.35
"DIGITAL RECOGNITION NETWORK, INC.",Americas,501487.34,527605.02,593289.47,624345.81,490688.41,630744.93,556355.53,731831.96,406191.7,669189.77,515523.48,6247253.42
DIGITAL RISK LLC,Americas,435194.17,688285.01,541267.43,596949.28,377871.42,394360.41,387040.03,415140.05,331952.1,337007.31,404695.61,4909762.82
"DIGITAL RIVER, INC.",Americas,924807.37,860626.43,517202.19,551985.93,571168.38,631889.4,558741.39,584963.94,520280.65,501837.11,452621.11,6676123.9
"DIGITAL RIVER, INC.",EMEA,0,0,0,0,0,0,0,0,0,0,54551.89,54551.89
"DIGITALGLOBE, INC.",Americas,863113.78,1120543.03,1200067.2,1061811.36,931040.02,1179827.67,1482357.7,2111122.82,1885314.84,2372968.34,1989819,16197985.76
"DIGITALGLOBE, INC.",APAC,159997.9,144775.64,167276.38,200594.29,146997.46,129698.23,188904.85,201239.18,180182.5,191059.83,138277.79,1849004.05
"DIGITALGLOBE, INC.",EMEA,156398.92,185399.78,101584.98,170611.86,157128.73,179800.42,144263.26,172735.08,171113.75,172736.41,111253.62,1723026.81
DIGNITY HEALTH,Americas,13339272.4,16730654.28,14917265.85,15861847.13,12356853.08,15585734.93,11742201.04,14257180.69,12933334.44,18638745.07,12170181.79,158533270.7
DIMENSIONAL FUND ADVISORS LP,Americas,2684887.5,3069118.22,2987420.53,3962300.56,3293984.96,4054042.74,3786617.94,4672289.9,3584101.91,4420245.55,4021963.04,40536972.85
DIMENSIONAL FUND ADVISORS LP,APAC,208072.73,379671.13,110139.29,419255.15,421159.22,230062.15,168425.96,413039.9,335100.88,270666.53,287930.59,3243523.53
DIMENSIONAL FUND ADVISORS LP,EMEA,309388.25,636772.38,601218.46,487218.91,505673.99,547454.2,416593.15,587978.2,414344.16,418922.51,433145.93,5358710.14
"DINEEQUITY, INC.",Americas,2491067.56,2766461.03,2666117.56,3093218.04,2418378.69,3007148.09,2220638.29,3100399.36,2537638.59,2871969.52,2781513.6,29954550.33
DINOVA LLC,Americas,137348.5,104948.7,113312.81,89418,89688.57,97432.85,117386.53,92900.46,137107.64,124510.79,183664.3,1287719.15
DIRECT HOLDINGS AMERICAS INC.,Americas,200855.01,323825.04,411701.12,699804.95,474997.36,249218.64,435199.83,434438.88,509209.88,106550.81,44348.94,3890150.46
DIRECT WINES WINDSOR LTD,EMEA,221488.05,268616.49,205279.24,286038.62,290818.01,320710.81,167988.4,221965.96,297419.18,271744.31,141837.42,2693906.49
"DIRECTAPPS, INC. DBA DIRECT TECHNOLOGY",Americas,79072.57,134142.91,127870.55,143765.21,110363.58,134410.04,154828.34,172684.21,171831.52,191578.51,168955.63,1589503.07
DISA GLOBAL SOLUTIONS INC.,Americas,167337.24,168813.12,159702.55,201639.86,177195.44,156580.98,266612.15,205094.77,273702.86,299329.82,356064.64,2432073.43
DISARONNO INTERNATIONAL LLC,Americas,129827.63,183353.83,97951.9,109398.94,175064.25,187897.85,75884.79,107435.75,29210.32,3797.4,336779.6,1436602.26
DISCOUNT TIRE - THE REINALT-THOMAS CORPORATION,Americas,5766548.16,5084551.55,5145091.97,6164743.03,5387340.77,6177264.41,5704618.8,6430718.43,5219560.91,7361410.52,6549129.01,64990977.56
DISCOUNT TIRE - THE REINALT-THOMAS CORPORATION,APAC,148.09,14.41,1472.36,5690.25,4317.61,5629.06,5749.01,5890.26,6560.65,7192.13,5145.12,47808.95
DISCOVER FINANCIAL SERVICES,Americas,7905360.95,9010070.12,8573893.11,9986800.37,8005125.91,9272548.29,8927588.14,11139336.18,8834928.93,11228422.02,11215374.78,104099448.8
DISCOVER FINANCIAL SERVICES,APAC,9083.23,12729.36,15443.69,22626.31,11157.92,9727.05,12648.42,15504.84,8867.57,10568.22,8765.57,137122.18
DISCOVER FINANCIAL SERVICES,EMEA,345439.62,615098.3,535870.29,714376.59,700237.31,732182.04,711874.69,1035927.06,589392.44,1145337.58,1227110.85,8352846.77
DISCOVERY LABORATORIES INC,Americas,441515.67,216218.44,134833.96,204145.67,215332.23,267350.54,243615.07,196369.03,143473.76,135509.22,66504.05,2264867.64
DISTANT LANDS TRADING COMPANY,Americas,261061.4,261768.4,187920.37,220481.21,344121.08,215565.15,222656.67,275779.64,398001.19,260404.09,205156.1,2852915.3
DISTINCTIVE APPLIANCES INC,Americas,27568.73,40071.83,32818.94,36616.78,36719.7,38826.6,30006.04,36318.67,33681.09,43754.25,37663.09,394045.72
DISTINCTIVE LIFE CREMATIONS & FUNERALS,Americas,106370.69,90377.64,89842.95,93841.68,95847.18,115529.55,96663.93,112200.41,51410.59,66579.93,60425.61,979090.16
DITECH FINANCIAL LLC,Americas,1899730.15,2360733.49,1923801.39,2264859.31,1698700.39,1277371.68,1260520.38,977715.81,557114.06,737177.65,751603.25,15709327.56
"DIVERSIFIED CPC INTERNATIONAL, INC.",Americas,166584.8,219797.6,201727.85,205534.62,228943.26,272809.56,246859.57,259474.97,235483.87,179123.57,257667.65,2474007.32
"DIVERSIFIED MACHINE SYSTEMS, INC.",Americas,108212.96,119404.02,101993.18,99241.06,95870.7,100802.14,131131.55,132907.94,129023.08,145050.1,122838.18,1286474.91
"DIVERSIFIED MAINTENANCE SYSTEMS, LLC",Americas,335728.6,380118,386240.46,393837.6,353745.34,421289.08,397240.31,417469.88,359403.51,381590.5,387390.18,4214053.46
"DIVERSIFIED MAINTENANCE SYSTEMS, LLC",EMEA,0,0,0,0,0,0,0,0,0,0,348.9,348.9
DIVERSIFIED TRUST COMPANY,Americas,125058,138544.63,136009.03,170356.58,127579.52,113577.8,110120.91,136536.85,118397.36,150950.97,103233.49,1430365.14
"DIVX, LLC",Americas,120696.68,73770.66,133036.43,55749.26,110364.48,116394.96,91316.41,138187.03,158785.88,125969.67,147344.91,1271616.37
"DIVX, LLC",APAC,33660.52,39161.97,28403.43,15158.79,17027.6,17360.31,13682.36,16472.12,2161.23,26885.13,29491.02,239464.48
"DIVX, LLC",EMEA,32474.49,43965.43,20415.6,26776.46,49883.04,19961.27,28160.83,39808.44,28780.54,47620.92,22777.64,360624.66
DMG INFORMATION,Americas,202570.97,209468.59,149777.67,142671.53,115439.16,156929.61,29231.57,94777.52,157776.45,97161.75,81076.91,1436881.73
DMG INFORMATION,APAC,11533.49,3747.6,41377.81,14904.61,0,8573.41,2235.58,0,11810.05,0,0,94182.55
DMG INFORMATION,EMEA,8576,9008.96,3641.13,12031.91,2253.32,4462.79,0,0,0,0,0,39974.11
"DMG MORI USA, INC.",Americas,1454919.18,1697690.22,1540943.65,2203401.31,2344990.4,3028598.7,2876029.97,2990495.72,2794985.2,2683304.96,2465459.49,26080818.8
"DMG MORI USA, INC.",EMEA,0,0,1094.7,915.2,0,0,0,0,0,0,0,2009.9
"DMS HEALTH TECHNOLOGIES, INC.",Americas,1179506,1182261.01,1049717.26,934359.49,859337.8,1033686.7,976644.32,962076.29,1002945.53,1415488.78,1312175.04,11908198.22
DMSI SOFTWARE,Americas,158559.05,183700.97,158008.64,176334.62,196228.91,190739.55,179253.38,206035.49,206044.66,245844.24,314976.5,2215726.01
DMV - FONTERRA EXCIPIENTS USA LLC,Americas,18678.76,43800.6,55943.49,62422.48,33686.28,36719.15,22201.92,54469.57,11850.62,42131.15,39064.99,420969.01
DMV USA,Americas,372760.27,404321.14,469159.17,445499,459008.78,319920.11,348599.82,486121.05,321807.65,450782.9,459647.38,4537627.27
DOALL CANADA INC,Americas,43144.04,128854.64,58746.06,50684.65,76597.16,45166.75,60301.41,59750.07,57163.15,44573.29,90584.68,715565.9
DOALL CORP,Americas,328676.98,281020.11,239871.95,240820.96,247132.81,284388.08,208566.97,201815.92,124216.12,144232.92,198633.39,2499376.21
DOCTORLOGIC LLC,Americas,10585.1,3518.39,4392.57,1500.57,5493.52,2081.75,1713.68,4160.13,6546.8,6615.54,6702.55,53310.6
"DOCUMENT STORAGE SYSTEMS, INC.",Americas,645795.52,871200.4,423830.32,432337.01,449146.95,736166.29,764655.82,909357.2,1024747.37,1494377.97,1126300.69,8877915.54
"DOCUMENT TECHNOLOGIES, LLC",Americas,1224938.17,1619634.32,1823104.07,1924707.39,1770327.12,1663285.31,1324521.9,1560045.18,1472726.16,1488725.32,1356166.6,17228181.54
"DOCUMENT TECHNOLOGIES, LLC",EMEA,305.37,5056.82,2350.91,22780.38,26631.95,37849.17,10820.19,12960.26,23902.03,14733.71,15441.37,172832.16
DOCUPACE TECHNOLOGIES,Americas,73953.87,132321.3,83350.58,100048.39,32117.7,72678.83,59797.73,154319.85,120742.26,92238.77,88154.3,1009723.58
"DOCUSIGN, INC.",Americas,1955518.5,2086629.13,2420454.1,2422439.59,2619306.7,3165354.68,2902048.64,3240984.36,2860847.83,3275275.36,3228889.59,30177748.48
"DOCUSIGN, INC.",APAC,84624.01,212501.52,132388.31,131937.76,108161.24,120196.69,155737.65,139329.07,114789.88,114094.89,140104.49,1453865.51
"DOCUSIGN, INC.",EMEA,144424.25,166851.34,219746.78,244364,286303.32,305627.57,335257.43,380668.19,411566.3,405120.05,497649.51,3397578.74
DO-IT BEST CORP,Americas,957810.67,1114203.5,1053579.94,1106182.66,1033788.63,929753.68,1061985.17,926324.24,1075266.49,1114409,1116554,11489857.98
"DOLCE VITA FOOTWEAR, INC.",Americas,689813.37,448091.19,525655.16,529273.64,613598,414749.7,637046.52,618395.81,522315.36,447747.31,453985.67,5900671.73
"DOLE PACKAGED FOODS, LLC",Americas,648175.81,633897.78,579734.37,708397.08,864178.38,768616.24,557474.55,641816.61,763984.24,703106.32,692854.16,7562235.54
"DOLE PACKAGED FOODS, LLC",EMEA,0,0,0,0,0,0,0,0,872.58,0,0,872.58
DOLE SHARED SERVICES LIMITED,Americas,1867409.75,1932820.44,1896907.09,2409184.44,1993088.2,2284970.4,1978006.19,1990892.03,1621843,1815737.98,1472285.34,21263144.86
DOLE SHARED SERVICES LIMITED,EMEA,0,515.5,6808.31,9447.79,8538,1211.88,107.64,334.49,166.13,107.59,55.22,27292.55
DOLL CAPITAL MANAGEMENT INC.,Americas,307920.16,408371.74,90912.13,456335.34,367539.81,351600.27,259530.67,577407.4,436347.78,349632.84,545642.89,4151241.03
DOLL CAPITAL MANAGEMENT INC.,APAC,204518.17,81707.75,114492.58,300754.22,335483.82,111582.92,146751.96,2097.37,346062.43,101587.68,195369.97,1940408.87
DOLLAR GENERAL CORPORATION,Americas,4879835.5,6194150.6,6226558.62,4711495.69,4295560.44,4610804.45,5043126.34,4924114.67,4870354.17,5721995.44,6797440.21,58275436.13
DOLLAR TREE,Americas,2440427.57,2650687.71,2947668.42,3262381.77,2961523.69,2821284.82,2970767.38,3239721.29,2380049.08,2727786.61,2928286.44,31330584.78
DOMAINE CHANDON,Americas,141088.72,206985.77,235051.03,258997.25,105716.26,184008.99,168524.22,217237.58,143897.4,249507.84,187105.18,2098120.24
"DOMAINE SELECT WINE ESTATES, LLC",Americas,149459.47,276948.63,208380.4,157150.73,129865.33,118175.67,202577.64,262878.37,282201.13,377972.01,358404.6,2524013.98
"DOMAINE SELECT WINE ESTATES, LLC",EMEA,891,1526.3,0,0,0,0,0,0,0,0,0,2417.3
DOMINION BIOLOGICALS LIMITED,Americas,153896.87,160657.83,150728.53,170911.53,185235.42,180669.07,117947.92,156505.23,122099.16,122081.95,104336.56,1625070.07
"DOMINION DIAGNOSTICS, L.C.",Americas,240979.65,290561.05,278060.61,343817.48,193905.65,249889.26,230343.86,240895.26,283033.15,350004.32,275937.61,2977427.9
DOMINION ENTERPRISES,Americas,3221995.46,3219381.48,3271974.11,3843011.08,3035024.14,3475122.65,3363764.11,4064969.31,3046527.73,3269952.24,3398046.94,37209769.25
DOMINION ENTERPRISES,EMEA,107572.35,95599.47,79762.87,106422.22,80833.75,130485.86,215990.64,204158.66,23185.89,30271.5,69265.6,1143548.81
DOMINOS PIZZA LLC,Americas,4307393.46,5449512.12,4933003.56,5707558.87,4923146.68,5165548.73,5705984.01,6145182.8,5550548.63,6487386.26,6018314.62,60393579.74
"DOMO, INC.",Americas,884355.11,1985586.97,2233472.28,2080623.25,1691656.93,2587681.31,1951869.64,2960486.29,2314216.83,2472135.83,1878162.03,23040246.47
"DOMO, INC.",APAC,0,0,0,15494.8,42064.86,39170.21,73093.05,103603.42,95653.12,130673.6,110256.95,610010.01
"DOMO, INC.",EMEA,0,0,0,1283.69,2661.11,1585.14,3401.56,45894.39,48566.13,55385.65,65955.98,224733.65
DON EDWARD & COMPANY INC,Americas,887920.48,1480931.39,1352700.89,1169287.47,1191227.45,1463994.66,1039436.09,1047270.14,1204618.41,1215390.78,1232468.29,13285246.05
"DONGHIA, INC.",Americas,248198.73,264601.58,303130.1,306994.55,253367.61,280722.01,272440.89,299231.4,293768.08,345008.81,305202.3,3172666.06
DONJON MARINE CO INC,Americas,546257.93,571820.88,577396.18,530915.92,457363.22,686717.74,433708.67,521464.32,321715.83,363535.55,495448.2,5506344.44
DONOR NETWORK OF ARIZONA,Americas,165747.94,182045.55,138140.42,171930.55,158429.62,197806.87,209577.49,224114.47,183931.63,240113.41,161531.55,2033369.5
DONUTS INC.,Americas,290365.21,243369.29,238650.84,248058.42,272066.81,227303.65,200756.55,235094.47,256686.41,265499.98,211964.91,2689816.54
DONUTS INC.,APAC,0,0,0,0,0,0,0,0,0,550.57,606.94,1157.51
DONUTS INC.,EMEA,2890.79,6867.29,15067.29,14276.24,7793.81,3568.95,3434.43,5498.08,3995.31,3898.02,5317.96,72608.17
DOOSAN INFRACORE AMERICA CORPORATION,Americas,441618.37,857732.67,744923.78,914897.08,718342.06,833936.27,782435.71,1034991.82,390137.38,397399.77,415004.96,7531419.87
DORF KETAL CHEMICALS LLC,Americas,275869.43,467657.62,233871.28,373707.01,438766.75,397959.23,341124.72,235124.59,180182.68,349270.78,301667.13,3595201.22
DOUGLAS LIGHTING CONTROLS INC,Americas,76115.92,118886.91,121131.04,106706.59,127096.22,146802.86,185101.23,168584.64,148195.33,159258.75,139967.64,1497847.13
DOUGLAS SCIENTIFIC,Americas,203527.09,324526.68,233986.31,145760.41,230443.83,90030.09,175462.73,367062.62,482485.42,393828.51,385350.02,3032463.71
DOUMAK INC.,Americas,54347.9,57658.6,35005.04,65717.46,62018.96,40247.69,39290.16,45935.9,50308.21,48962.9,25088.98,524581.8
DOVER CORPORATION,Americas,12149867.31,13939953.97,13574318.12,17431969.93,14512390.43,16455993.86,15533899.22,16781839.96,17634540.26,23697999.45,20367288.91,182080061.4
DOVER CORPORATION,APAC,26701.68,26463.62,15789.69,22338.94,12709.8,14725.19,10842.31,11687.08,12075.5,10963.34,23054.66,187351.81
DOVER CORPORATION,EMEA,161362.45,89732.44,117292.67,137446.96,71415.95,125485.94,109310.69,156955.47,99320.86,140631.04,113047.03,1322001.5
DOWNEAST OUTFITTERS,Americas,489642.7,510634.16,521505.67,454638.56,181794.22,208162.16,202573.83,247115.22,171363.51,157848.47,225981.75,3371260.25
DOWNER EDI SERVICES PTY LTD.,Americas,0,0,0,0,0,0,0,0,0,297.44,0,297.44
DOWNER EDI SERVICES PTY LTD.,APAC,12923985.89,12228739.77,9958875.12,12112854.06,12047321.67,12654922.24,13038799.61,11929768.23,12758239.9,14339927.77,13042585.58,137036019.8
DOWNER EDI SERVICES PTY LTD.,EMEA,0,0,0,0,0,0,0,0,0,0,2095.51,2095.51
DOWNTOWN CORNERSTONE CHURCH,Americas,12761.26,48024.15,27221.93,33202.29,18951.76,36647.14,21728.95,32882.18,44276.39,53987.22,22204.63,351887.9
"DPJJ, LLC DBA WIRELESS SERVICES",Americas,99228.63,73037.45,93215.94,146679.44,62572.77,79329.73,80098.06,112434.17,94836.63,102351.56,134229.78,1078014.16
"DPR CONSTRUCTION, A GENERAL PARTNERSHIP",Americas,2898584.08,3530898.3,4162709.7,3944722.82,3687828.16,4160696.14,4541292.35,5599803.63,4313738.37,5329053.27,5105854.24,47275181.06
"DPT LABORATORIES, LTD.",Americas,87841.2,182859.26,203236.72,351931.04,333990.88,342770.4,141755.63,245711.39,218877.06,306441.11,263163.35,2678578.04
DR DENNIS GROSS SKINCARE.COM,Americas,251024.68,294417.26,312251.37,370935.08,281386.02,398562.1,326763.48,475749.16,350402.59,417289.9,341206.15,3819987.79
DR. FIRST,Americas,240942.4,329771.25,298906.68,421671.94,430720.99,398177.65,333495.81,368166.41,373595.04,387836.28,388241.52,3971525.97
DR. PEPPER SNAPPLE GROUP,Americas,13451537.34,15467757.36,13400542.5,14848106.87,14666563.91,15235782.04,12902777.29,14598306.64,14095679.57,14456505.13,12545390.74,155668949.4
DR. PEPPER SNAPPLE GROUP,EMEA,0,0,0,0,0,0,151.2,0,0,0,0,151.2
"DR. REDDYS LABORATORIES, INC.",Americas,2139135.29,1998130.35,1901811.41,1938749.44,2456446.19,2088288.83,2586926.3,2148725.91,2069297.7,1683204.02,1752337.68,22763053.12
DRAEGER MEDICAL SYSTEMS,Americas,4106857.59,4776421.45,3759158.25,4365386.25,3260934.32,3785573.24,3600193.22,3838563.41,3325417.28,3911225.09,3652061.53,42381791.63
DRAEGER MEDICAL SYSTEMS,EMEA,521365.92,679594.79,604156.82,748687.1,447145.59,459984.93,436220.39,567567.04,363491.69,484720.79,478347.68,5791282.74
DRAEXLMAIER AUTOMOTIVE,Americas,363132.31,356692.62,190593.01,220946.76,205208.74,226814.82,121783.35,152782.02,152090.94,196113.49,209544.66,2395702.72
DRAGON WAVE,Americas,33850.8,120237.84,60504.43,42550.2,35472.01,45698.26,42010.06,58862.49,61035.67,39484.35,8634.1,548340.21
DRAKA CABLETEQ HOLDINGS USA INC,Americas,696723.99,720445.29,1118894.24,1308044.12,1060598.22,1293075.91,1159889.39,1393716.31,1249617.24,1459881.18,1312797.19,12773683.08
"DRAPER AND KRAMER, INCORPORATED",Americas,518803.26,556367.86,504043.39,510621.93,670229.03,585983.91,609053,612851.98,599314.5,651291.55,879372.45,6697932.86
"DREAMHOST, LLC",Americas,825586.06,1228086.63,897110.8,1054102.38,1020241.76,607744.06,612971.6,514930.12,543232.25,693608.38,559663.1,8557277.14
DREAMLINE AVIATION,Americas,614382.51,661841.38,397441.47,402726.91,450089.91,450104.38,394239.73,323225.51,383508.57,354214.67,346687.91,4778462.95
DRI INTERNATIONAL,Americas,75233.36,117166.27,109868.72,100207.62,69218.57,99376.03,94724.09,99106.65,113193.42,114842.17,91529.19,1084466.09
DRI INTERNATIONAL,APAC,0,1095.23,0,1459.01,0,1343.15,0,1115.86,0,837.28,1465.85,7316.38
DRIASI,Americas,44638.95,59897.12,40252.56,70257.69,69328.86,39398.92,50295.06,71502.1,66366.8,101912.68,43377.43,657228.17
"DRILLING INFO, INC.",Americas,447261.94,1008698.51,939053.37,1161688.46,1157661.51,1177809.17,1000372.17,1207607.61,1260557.8,1375387.96,1240801.44,11976899.94
"DRILLING INFO, INC.",APAC,4434.38,7379.11,1868.55,0,0,0,0,0,7545.43,15428.09,4714.29,41369.85
"DRILLING INFO, INC.",EMEA,2439.57,6657.43,3576.55,11345.66,3788.8,3842.07,2427.98,4128.13,23764.87,31465.72,55496.17,148932.95
"DROPBOX, INC.",Americas,3005021.23,3194674.72,3017526.72,3858444.34,2365896.86,1838144.18,2404190.4,2462586.24,1585755.82,2180989.04,2056188.89,27969418.44
"DROPBOX, INC.",APAC,252600.64,174994.24,220886.26,303290.52,195297.5,169872.81,145383.5,175135.32,155787.1,183316.4,158903.17,2135467.46
"DROPBOX, INC.",EMEA,321418.38,474785.21,590199.2,844942.94,421999.95,511472.68,538899.92,561289.97,388547.84,641843.69,639295.29,5934695.07
"DRS POWER & CONTROL TECHNOLOGIES, INC",Americas,276411.59,312427.41,338663.15,343036.46,388684.03,304308.24,283115.37,289491.98,268391.64,359075.28,434345.96,3597951.11
"DRS SUSTAINMENT SYSTEMS, INC.",Americas,372417.9,521094.28,468801.09,429900.54,280503.05,401965.97,369286.85,346658.11,293661.25,448944.83,492746.23,4425980.1
"DRS TECHNOLOGIES, INC",Americas,466858.16,556550.94,470310.1,508774.7,506199.55,601520.88,418359.85,475233.2,817427.15,845134.69,792270.95,6458640.17
"DRUGSCAN, INC.",Americas,186175.73,205979.79,188654.07,229414.9,125323.64,174714.7,156528.64,175384.42,186636.54,203216.46,210625.98,2042654.87
DRUVA INC.,Americas,209290.05,194401.6,213680.2,231306.89,239128.46,207220.28,246387.52,256198.76,234809.06,273693.69,309247.92,2615364.43
DRUVA INC.,APAC,29420.43,30624.68,31877.04,25266.57,19946.01,5299.59,4843.24,6499.05,4437.75,3981.66,1669.98,163866
DRUVA INC.,EMEA,5709.36,1371.56,7980.84,30286.73,27121.96,30775.74,23117.61,31305.33,25529.84,26992.71,30290.92,240482.6
